@RELATION socialList
@ATTRIBUTE char_length numeric
@ATTRIBUTE number_of_words numeric
@ATTRIBUTE presence_of_days {0,1}
@ATTRIBUTE presence_of_numbers {0,1}
@ATTRIBUTE presence_of_noun {0,1}
@ATTRIBUTE presence_of_adjective {0,1}
@ATTRIBUTE presence_of_verbs {0,1}
@ATTRIBUTE presence_of_adverb {0,1}
@ATTRIBUTE presence_of_pronouns {0,1}
@ATTRIBUTE pos_tag_entropy real
@ATTRIBUTE ratio_of_non_english_to_english_words real
@ATTRIBUTE search_results_titles {0,1}
@ATTRIBUTE class {0,1}
@DATA
giveupthei, 13, 1, 0, 0, 0, 0, 1, 0, 1, 2.0, 2 , 0
giveupthepoliticalshit, 26, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
giveupthepuntbud, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
giveupwewon, 14, 1, 0, 0, 0, 0, 1, 0, 1, 2.0, 2 , 0
giveupwithmen, 16, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
giveurbestshot, 17, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
giveus3pts, 12, 1, 0, 1, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
giveusds, 10, 1, 0, 0, 1, 0, 1, 0, 1, 0.918295834054, 2 , 0
giveusot, 10, 1, 0, 0, 1, 0, 1, 0, 1, 0.918295834054, 2 , 0
giveusawave, 14, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusabreakknucklehead, 27, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 2 , 0
giveusacracktoo, 19, 1, 0, 0, 1, 0, 1, 1, 1, 2.32192809489, 2 , 0
giveusadance, 15, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusafewmoredays, 23, 1, 0, 0, 1, 1, 1, 0, 1, 2.58496250072, 2 , 0
giveusaflash, 15, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusahintthough, 21, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
giveusakick, 14, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
theweirdgetweirder, 21, 1, 0, 0, 0, 1, 1, 0, 0, 1.5, 2 , 0
giveusalifttonewcastle, 27, 1, 0, 0, 1, 0, 1, 0, 1, 2.25162916739, 1 , 0
giveusalltheanswers, 23, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 2 , 0
giveusaloop, 14, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusanosh, 14, 1, 0, 0, 0, 0, 1, 0, 1, 2.0, 2 , 0
giveusapair, 14, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusareason, 16, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
giveusasmilenig, 19, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 2 , 0
thewholeworldwatches, 23, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
giveusatwirlnovak, 21, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 2 , 0
giveusawavewhenyoucomeup, 31, 1, 0, 0, 1, 0, 1, 1, 1, 2.75, 2 , 0
giveusayearortwo, 21, 1, 0, 1, 1, 0, 1, 0, 1, 2.58496250072, 2 , 0
giveusbackourdayoff, 24, 1, 0, 0, 1, 0, 1, 1, 1, 2.58496250072, 2 , 0
giveusbackourwarehouse, 26, 1, 0, 0, 1, 0, 1, 1, 1, 2.32192809489, 2 , 0
giveusbetterweather, 22, 1, 0, 0, 1, 1, 1, 0, 1, 2.0, 2 , 0
giveuscandy, 13, 1, 0, 0, 1, 0, 1, 0, 1, 0.918295834054, 2 , 0
giveuscreditafc, 18, 1, 0, 0, 1, 0, 1, 0, 1, 1.5, 1 , 0
giveusdeath, 13, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 2 , 0
giveuseditoption, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
girlsguidetobreck, 20, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
thermonuclearleto, 19, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 0
thermonuclearmissilecodes, 27, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 0
girlshityourwaluigi, 22, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
girlshollaathim, 18, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
thermometerupyabottom, 24, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 2 , 0
girlsinthemorning, 20, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 0
girlsinvans, 13, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
girlsjeansorus, 17, 1, 0, 0, 1, 0, 0, 0, 1, 1.5, 2 , 0
girlsjustwannafun, 20, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
girlsjustwannahavefundamentalrights, 40, 1, 0, 0, 1, 1, 1, 1, 0, 1.79248125036, 2 , 0
girlsjustwannahavepuns, 26, 1, 0, 0, 1, 0, 1, 1, 0, 1.37095059445, 2 , 0
girlsjustwant2gavefun, 24, 1, 0, 1, 1, 0, 1, 1, 0, 2.0, 2 , 0
girlsknowbetter, 17, 1, 0, 0, 1, 1, 1, 0, 0, 1.58496250072, 2 , 0
girlsknowmore, 15, 1, 0, 0, 1, 1, 1, 0, 0, 1.58496250072, 2 , 0
girlslacrossegetsnolove, 27, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 2 , 0
girlslaxtookoursfirst, 25, 1, 0, 0, 1, 0, 1, 1, 1, 1.92192809489, 2 , 0
girlslikeboxingtoo, 21, 1, 0, 0, 1, 0, 0, 1, 0, 2.0, 2 , 0
girlslikefunnyguys, 21, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
girlslikeit, 13, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 2 , 0
girlslivesmatternhttptcok0yo2logja, 37, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
girlsloveabadspen, 21, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
girlslovebeards, 17, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 , 0
theroofiscomingdown, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 2 , 0
gingerinfatilecock, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.37095059445, 1 , 0
gingerisforeatingnotheads, 30, 1, 0, 0, 1, 0, 1, 1, 0, 2.58496250072, 1 , 0
theresaladypresent, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
gingerjokesarenotfunny, 26, 1, 0, 0, 1, 1, 1, 1, 0, 2.32192809489, 1 , 0
gingerkittenswin, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 1 , 0
theresalotofpaininbritain, 31, 1, 0, 0, 1, 0, 0, 0, 0, 1.84237099318, 1 , 0
theresamaskforthat, 21, 1, 0, 0, 1, 0, 0, 0, 1, 1.5, 1 , 0
theresamessagehiddeninthereyouknow, 40, 1, 0, 0, 1, 0, 1, 1, 1, 2.80735492206, 1 , 0
gingermicropeniimatter, 26, 1, 0, 0, 1, 1, 0, 0, 0, 0.721928094887, 1 , 0
theresanewloungerintown, 28, 1, 0, 0, 1, 1, 0, 0, 0, 2.25162916739, 2 , 0
theresapartyinportland, 25, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
theresapartysomewhere, 23, 1, 0, 0, 1, 0, 0, 1, 0, 0.918295834054, 1 , 0
theresapictureofatrain, 27, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 2 , 0
theresaponyinheresomewhere, 30, 1, 0, 0, 1, 0, 0, 1, 0, 1.52192809489, 1 , 0
theresareasonforit, 21, 1, 0, 0, 1, 0, 0, 0, 1, 2.0, 1 , 0
theresareasoniliveinthesouth, 34, 1, 0, 0, 1, 0, 1, 0, 1, 2.23592635063, 0 , 0
gingeisanightmarewhendrunk, 31, 1, 0, 0, 1, 1, 1, 1, 0, 1.79248125036, 2 , 0
thereisonlyoneclarkson, 26, 1, 0, 1, 1, 1, 1, 0, 0, 2.32192809489, 1 , 0
gingernyoud, 14, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
gingerscottyisloaded, 23, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 , 0
gingerandchocolateisgr8combo, 32, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 1 , 0
gingerangermanagementneeded, 30, 1, 0, 0, 1, 0, 1, 0, 0, 0.811278124459, 1 , 0
gingerapricotallspice, 23, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
theresabeerforthatnhttpstcormovxvasuh, 41, 1, 0, 0, 1, 0, 1, 0, 1, 1.92192809489, 0 , 0
gingerbettingsyndicate, 24, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
theresabibleverseaboutthat, 30, 1, 0, 0, 1, 0, 0, 0, 1, 1.92192809489, 0 , 0
gimmethat4k, 13, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 2 , 0
gimmethatalert, 16, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
gimmethatblankie, 18, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
gimmethatcupofjoe, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.970950594455, 1 , 0
gimmethatfatback, 18, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
gimmethathourback, 20, 1, 0, 0, 1, 0, 0, 1, 0, 1.5, 2 , 0
gimmethatnow, 14, 1, 0, 0, 0, 0, 0, 1, 1, 1.58496250072, 2 , 0
gimmethatsweethoneywhiskey, 30, 1, 0, 0, 1, 1, 0, 0, 0, 1.37095059445, 2 , 0
gimmethattoo, 14, 1, 0, 0, 0, 0, 0, 1, 1, 1.58496250072, 2 , 0
gimmethatzinkerwrap, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 0 , 0
gimmethegooddrugs, 20, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 , 0
therealshoeaholic, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
gimmethemcrazies, 18, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 2 , 0
gimmethemtears, 16, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 2 , 0
gimmetherealshit, 19, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 , 0
gimmethosedorritotacotrots, 31, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 2 , 0
gimmethosepigs, 16, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
gimmetridentwhite, 19, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 1 , 0
gimmewalkersspicycrispsinstead, 34, 1, 0, 0, 1, 1, 0, 1, 0, 1.92192809489, 2 , 0
gimmebrusselssprouts, 22, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
therealpaulwalker, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 0
gimmedatgoodmusic, 20, 1, 0, 0, 1, 1, 0, 0, 0, 0.811278124459, 2 , 0
gimmedatscenework, 20, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 , 0
gimmedatwhitecoat, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
gimmeeeeeedispup, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.37095059445, 1 , 0
therealakkadianrlebron, 26, 1, 0, 0, 1, 1, 1, 0, 0, 1.52192809489, 0 , 0
therealarchiemanning, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 0
gimmemoreoutlander, 20, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 2 , 0
gimmemorefreestuff, 21, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 , 0
therewillbepeoplewhomistakinglycallyouhaters, 53, 1, 0, 0, 1, 0, 1, 1, 1, 2.92192809489, 2 , 0
gilgitroarsforpmln, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
gilinskyandsauces, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 1 , 0
gilinskyfollowlickingashton, 32, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 0 , 0
gilinskyisdaddyaf, 22, 1, 0, 0, 1, 0, 1, 1, 0, 1.79248125036, 0 , 0
gilinskytomyjohnson, 23, 1, 0, 0, 1, 0, 0, 0, 0, 1.37095059445, 1 , 0
gilldoyoulikeowls, 21, 1, 0, 0, 1, 0, 1, 0, 1, 2.32192809489, 1 , 0
therewasnothingyoucouldhavedone, 37, 1, 0, 0, 1, 0, 1, 0, 1, 2.80735492206, 2 , 0
